"","pair1","pair2","Yfrom","Yuntil","correlation","observation","p"
"1665","P0003","P1072",2012,2016,0.462520498386429,326,1.10048162105537e-18
"6619","P0027","P0151",2017,2020,0.287834582605575,81,0.00917030297235681
"6629","P0027","P0178",2017,2020,-0.198597519839767,122,0.0283152294626979
"6634","P0027","P0195",2017,2020,-0.225776797252368,140,0.00731394281507939
"6647","P0027","P0236",2012,2020,0.129166123427964,248,0.0421177188871514
"6648","P0027","P0238",2012,2020,0.389177508487161,345,6.37410543141727e-14
"6654","P0027","P0278",2017,2020,0.290628391392544,59,0.0255465853305042
"6658","P0027","P0294",2012,2020,-0.290374285766754,194,4.00564184436006e-05
"6668","P0027","P0315",2017,2020,0.568195278097991,104,3.15339484278732e-10
"6692","P0027","P0370",2002,2020,-0.102715871289349,413,0.0369217401022628
"6693","P0027","P0371",2002,2020,-0.17035408850666,409,0.000540220195868247
"6695","P0027","P0376",2002,2020,0.155312657430937,391,0.00207009860573162
"6696","P0027","P0378",2002,2020,0.313216980847564,624,1.13860749474611e-15
"6701","P0027","P0387",2012,2020,0.241220283699218,165,0.00180117359000512
"6720","P0027","P0436",2002,2020,0.21114486074038,534,8.50496789063625e-07
"6743","P0027","P0528",2002,2020,0.474698005248746,920,6.99598052530412e-53
"6744","P0027","P0529",2002,2020,0.422668066948386,625,1.78327540589803e-28
"6745","P0027","P0531",2002,2020,0.130305983233561,364,0.0128410997621573
"6749","P0027","P0536",2012,2020,0.234680168089563,209,0.000625576512570451
"6757","P0027","P0560",2002,2020,0.164627392671406,492,0.000245052382980208
"6758","P0027","P0561",2002,2020,0.358642963107561,623,2.39702831532669e-20
"6767","P0027","P0612",2002,2020,0.199322169336085,512,5.49861794916001e-06
"6776","P0027","P0644",2002,2020,0.130616088283409,709,0.000488959691845172
"6777","P0027","P0645",2002,2020,0.305125802633891,1454,1.0496780620846e-32
"6778","P0027","P0646",2002,2020,-0.13250268259852,716,0.000377947920590695
"6779","P0027","P0654",2012,2020,0.269283623457837,363,1.89466715150462e-07
"6780","P0027","P0655",2012,2020,-0.27020126694096,207,8.23456198493053e-05
"6782","P0027","P0660",2002,2020,0.10522677821707,416,0.0318956528235086
"6787","P0027","P0670",2002,2020,0.490177441255603,667,1.30749819116918e-41
"6790","P0027","P0674",2002,2020,0.113092718948994,391,0.0253332445323459
"6794","P0027","P0679",2002,2020,0.195239368855405,483,1.55067463390381e-05
"6798","P0027","P0687",2002,2020,-0.155406830108219,450,0.000940908272167497
"6799","P0027","P0689",2002,2020,0.303046633561344,523,1.43081933005683e-12
"6808","P0027","P0717",2002,2020,0.220251584342991,692,4.75594086280016e-09
"6809","P0027","P0718",2002,2020,0.124411517082548,530,0.00412347463207094
"6810","P0027","P0719",2002,2020,0.14008845693353,369,0.00703498015782288
"6811","P0027","P0720",2002,2020,0.303127757343231,441,7.96816659837939e-11
"6814","P0027","P0725",2002,2020,0.253294988411915,441,6.95687831965567e-08
"6823","P0027","P0743",2002,2020,-0.299448133976222,554,6.10687711295095e-13
"6824","P0027","P0744",2002,2020,-0.529695379978778,710,1.32921790930499e-52
"6826","P0027","P0748",2002,2020,-0.288793174367728,633,1.26312734361637e-13
"6827","P0027","P0752",2002,2020,-0.217952892620603,455,2.69438141147088e-06
"6840","P0027","P0782",2002,2020,0.270668003156159,609,1.09822962473657e-11
"6842","P0027","P0785",2002,2020,-0.22097069733986,602,4.29527501026465e-08
"6843","P0027","P0786",2002,2020,0.349055575535751,714,6.92835465560066e-22
"6848","P0027","P0800",2002,2020,0.410684614100619,813,2.00011127989174e-34
"6850","P0027","P0802",2002,2020,0.305306226560532,881,1.83747884781929e-20
"6851","P0027","P0803",2002,2020,-0.176670997544137,531,4.24437004914444e-05
"6852","P0027","P0804",2002,2020,0.428437691710621,913,4.67592432176246e-42
"6854","P0027","P0810",2002,2020,0.112161965098068,525,0.0101128087493264
"6856","P0027","P0816",2002,2020,0.430568189085132,978,2.06477617617866e-45
"6858","P0027","P0818",2002,2020,0.230721184044637,716,4.17419722729981e-10
"6861","P0027","P0824",2002,2020,0.20021073620062,518,4.38413015631096e-06
"6863","P0027","P0826",2002,2020,-0.146687187194023,464,0.00153295876545294
"6864","P0027","P0828",2002,2020,0.112957712323075,442,0.017516503075105
"6866","P0027","P0834",2007,2020,0.410196219133805,581,5.49625332322432e-25
"6867","P0027","P0835",2002,2020,0.254695561430958,334,2.41391220455429e-06
"6870","P0027","P0840",2002,2020,0.462214589473757,657,4.38532966040039e-36
"6872","P0027","P0851",2002,2020,0.458557766737487,731,2.7336653140249e-39
"6877","P0027","P0871",2002,2020,0.308707910062093,613,5.30613349392161e-15
"6878","P0027","P0873",2002,2020,0.159917128756824,386,0.00162160668418219
"6879","P0027","P0874",2002,2020,0.299775379549926,581,1.57559869829775e-13
"6880","P0027","P0876",2002,2020,0.545167430193223,1119,1.2396800780655e-87
"6881","P0027","P0879",2002,2020,0.530388203974722,1359,1.87484500697589e-99
"6882","P0027","P0880",2002,2020,0.519541195038045,890,1.11264167789118e-62
"6883","P0027","P0883",2002,2020,0.104051705732062,498,0.0202070472023617
"6884","P0027","P0884",2002,2020,0.34487040871172,1518,1.22340613083338e-43
"6885","P0027","P0887",2002,2020,0.0748215611248176,730,0.0432863561577282
"6886","P0027","P0889",2017,2020,0.318421923927456,140,0.000126009322557701
"6887","P0027","P0890",2002,2020,0.25731247626051,717,2.63122895507688e-12
"6888","P0027","P0892",2002,2020,0.150441669576785,409,0.00228413281453589
"6891","P0027","P0898",2017,2020,0.607352022884945,213,7.31960377175888e-23
"6894","P0027","P0902",2002,2020,0.225366748232483,638,8.63841807263792e-09
"6898","P0027","P0906",2002,2020,0.282650815708717,684,4.96279323895086e-14
"6899","P0027","P0907",2002,2020,0.41931099057041,800,2.08068042840749e-35
"6900","P0027","P0908",2002,2020,0.520891598571674,780,1.83251317541284e-55
"6912","P0027","P0931",2002,2020,0.435300899804891,976,2.15289233293817e-46
"6914","P0027","P0947",2012,2016,0.190583274557443,141,0.0235928100789814
"6916","P0027","P0950",2012,2016,-0.243622324466198,257,7.94199616791732e-05
"6944","P0027","P1031",2002,2016,-0.30390811480467,633,5.42299703038053e-15
"6950","P0027","P1064",2012,2016,-0.2145682621787,124,0.0167078334318812
"6953","P0027","P1070",2002,2016,0.264473498173935,364,3.05654378842925e-07
"6954","P0027","P1071",2002,2016,0.105276188515546,623,0.00854541640573017
"6955","P0027","P1072",2002,2016,0.565986549071213,896,5.08739259260746e-77
"6963","P0027","P1101",2002,2011,-0.197422817243807,491,1.04863521255862e-05
"6964","P0027","P1102",2002,2011,-0.204377683395905,268,0.000763319258537714
"6966","P0027","P1107",2007,2011,-0.366566597527522,136,1.13778197361977e-05
"6968","P0027","P1113",2002,2011,-0.13324819651982,282,0.025242824302414
"6973","P0027","P1121",2002,2011,-0.167513338543984,296,0.0038491831940801
"6974","P0027","P1122",2002,2011,-0.132010309465319,267,0.0310530955303389
"6979","P0027","P1130",2002,2011,0.183637940341352,316,0.0010402253251077
"6981","P0027","P1132",2002,2011,-0.247804828724586,325,6.15890094988896e-06
"6982","P0027","P1133",2002,2011,-0.133849673941448,266,0.029067375325562
"6991","P0027","P1173",2002,2011,0.193962468605528,480,1.87625538555928e-05
"6993","P0027","P1176",2002,2011,-0.123940218893,349,0.020556944898932
"6994","P0027","P1177",2002,2011,-0.215555670657736,253,0.000555793111509565
"6995","P0027","P1178",2002,2011,-0.235014749919602,365,5.67178571534589e-06
"6997","P0027","P1186",2002,2006,-0.227458407308052,119,0.0128540298575618
"6998","P0027","P1188",2002,2006,-0.201417026146385,139,0.0174234050295312
"7004","P0027","P1210",2002,2006,0.352819572252387,225,5.36619273813007e-08
"11385","P0038","P0150",2017,2020,0.260464542140712,91,0.0126481466494914
"11386","P0038","P0151",2017,2020,0.225196183039122,102,0.0228667406970574
"11398","P0038","P0178",2017,2020,-0.260739289177424,150,0.00127029281621206
"11399","P0038","P0179",2017,2020,-0.300494024573253,167,7.95823855724759e-05
"11401","P0038","P0183",2017,2020,-0.255622782650389,116,0.00561432475610042
"11409","P0038","P0195",2017,2020,-0.340884524445447,164,7.94794623615074e-06
"11413","P0038","P0211",2012,2020,0.24395751146562,239,0.000139284566602752
"11420","P0038","P0238",2012,2020,0.348754619433775,351,1.78204452694541e-11
"11434","P0038","P0271",2012,2020,-0.152570038956458,255,0.0147413365540366
"11443","P0038","P0294",2012,2020,-0.167925105445482,225,0.011642888328942
"11449","P0038","P0315",2017,2020,0.426331911184473,117,1.64515637921747e-06
"11451","P0038","P0320",2012,2020,0.271377077869663,195,0.000124305659604439
"11544","P0038","P0485",2017,2020,0.270552926004054,95,0.00800726028609918
"11565","P0038","P0528",1988,2020,0.368143805605159,1421,7.62164849007802e-47
"11622","P0038","P0645",1988,2020,0.173391861243712,2588,6.45170125969564e-19
"11625","P0038","P0654",2012,2020,0.196696032079438,367,0.00014919107462268
"11626","P0038","P0655",2012,2020,-0.393452621454942,236,3.68476328806794e-10
"11635","P0038","P0670",1996,2020,0.120740426748135,864,0.000375240598801114
"11677","P0038","P0717",1988,2020,0.235243924114498,1074,5.70597365185572e-15
"11678","P0038","P0718",2002,2020,-0.129634906731261,525,0.00292230142686054
"11701","P0038","P0749",1988,2020,0.0791876655170919,1366,0.00340435225064205
"11724","P0038","P0786",1988,2020,0.293017653436923,1184,7.137093965178e-25
"11737","P0038","P0800",1996,2020,0.356116556587646,1004,2.18836130432464e-31
"11739","P0038","P0802",1988,2020,0.232429959673164,1519,4.41969882865942e-20
"11740","P0038","P0804",1988,2020,0.365383316071447,1639,6.19343786998185e-53
"11745","P0038","P0816",1988,2020,0.266163810180456,1655,3.08879676006667e-28
"11750","P0038","P0824",1996,2020,0.185431017455337,615,3.66741987465922e-06
"11755","P0038","P0833",2007,2020,0.136386768617041,305,0.0171601184059413
"11756","P0038","P0834",2007,2020,0.252300101436262,592,4.76170223913926e-10
"11761","P0038","P0840",1988,2020,0.260802650897977,942,4.11507160530086e-16
"11766","P0038","P0851",1996,2020,0.121368766906636,906,0.000250566336737618
"11770","P0038","P0857",2002,2020,0.217257267252187,361,3.13534433304742e-05
"11782","P0038","P0876",1988,2020,0.353235730854906,1908,3.5647978956655e-57
"11785","P0038","P0879",1988,2020,0.345996516953866,2278,4.62330671064198e-65
"11786","P0038","P0880",1988,2020,0.407106593327767,1377,4.14635205820084e-56
"11789","P0038","P0884",1996,2020,0.285804326906578,1960,3.68736970491046e-38
"11792","P0038","P0887",1988,2020,0.271010434946678,922,5.51552646370167e-17
"11793","P0038","P0889",2017,2020,0.214665534353198,149,0.00856413188793801
"11794","P0038","P0890",1988,2020,0.20676697202816,1224,2.76065651030498e-13
"11801","P0038","P0898",2017,2020,0.647092672213355,216,5.14083147423894e-27
"11805","P0038","P0902",1988,2020,0.253586128067217,924,5.0287574928225e-15
"11808","P0038","P0906",1996,2020,0.306003121071963,809,5.35601996157489e-19
"11809","P0038","P0907",1996,2020,0.217896336344779,1003,3.03272658306986e-12
"11810","P0038","P0908",1988,2020,0.292813529537771,1164,1.90692356953936e-24
"11828","P0038","P0931",1988,2020,0.209066694618091,1690,3.80641500197911e-18
"11838","P0038","P0950",2012,2016,-0.212542924517712,257,0.000603613734887845
"13394","P0041","P0102",2012,2020,-0.224231247595398,343,2.77543164389664e-05
"13403","P0041","P0123",2017,2020,0.224186640478882,90,0.0336526275590928
"13417","P0041","P0178",2017,2020,-0.243510805526585,146,0.00305868393718998
"13418","P0041","P0179",2017,2020,-0.262916476714387,167,0.000597592615009223
"13426","P0041","P0195",2017,2020,-0.284313555361081,155,0.000336686550114165
"13447","P0041","P0271",2012,2020,-0.170855470647405,253,0.00644526307958759
"13454","P0041","P0294",2012,2020,-0.243100674632897,218,0.000290971667006032
"13458","P0041","P0303",2012,2020,-0.17059920041411,203,0.0149527614898343
"13462","P0041","P0316",2012,2020,-0.321863827612892,292,1.83519913694554e-08
"13588","P0041","P0536",2012,2020,-0.311469869942428,267,2.04290132643983e-07
"13599","P0041","P0561",1988,2020,-0.176261509098681,1057,7.97545640867439e-09
"13648","P0041","P0645",1988,2020,0.0664024970128144,2632,0.000652509661469243
"13652","P0041","P0654",2012,2020,-0.137937921240193,402,0.00560065971733554
"13662","P0041","P0670",1996,2020,-0.207670600254186,964,7.4866588708485e-11
"13702","P0041","P0717",1988,2020,-0.175308286860008,1175,1.45045309939159e-09
"13720","P0041","P0743",1988,2020,-0.36925552546498,996,1.55975280050048e-33
"13721","P0041","P0744",1988,2020,-0.450782422270702,1304,2.92414137914674e-66
"13724","P0041","P0748",1988,2020,-0.148110068121568,1125,6.04468209023551e-07
"13728","P0041","P0760",2012,2020,-0.180309237435003,231,0.00599312787900991
"13730","P0041","P0765",2012,2020,-0.145044091491143,220,0.0315172073416698
"13742","P0041","P0782",1988,2020,-0.163871726273852,1063,7.74821493019212e-08
"13745","P0041","P0785",1988,2020,-0.193250596414605,1055,2.46371706372404e-10
"13753","P0041","P0795",1988,2020,-0.0760369739458725,837,0.0278267874881907
"13754","P0041","P0797",1996,2020,-0.121783745224364,654,0.00180795737591379
"13759","P0041","P0804",1988,2020,0.161962088943439,1672,2.70639558254446e-11
"13766","P0041","P0813",2002,2020,-0.222510023565193,574,7.16361546642532e-08
"13770","P0041","P0818",2002,2020,-0.293551901474627,767,1.03991448463116e-16
"13788","P0041","P0840",1988,2020,-0.182828687100318,1057,2.1303273088474e-09
"13794","P0041","P0851",1996,2020,-0.247964424020275,997,1.95574261506577e-15
"13808","P0041","P0869",1996,2020,-0.291755727373052,670,1.29735775839874e-14
"13815","P0041","P0876",1988,2020,0.121738584726666,1954,6.7393282384886e-08
"13818","P0041","P0879",1988,2020,0.136220134157248,2300,5.38310037428665e-11
"13819","P0041","P0880",1988,2020,0.121225909198846,1435,4.12073820545136e-06
"13822","P0041","P0883",1988,2020,-0.12929559238776,935,7.34156750365921e-05
"13823","P0041","P0884",1996,2020,0.108981527488705,1980,1.16916292890799e-06
"13826","P0041","P0887",1988,2020,-0.0723218001364294,1030,0.0202712137870415
"13827","P0041","P0890",1988,2020,-0.10031865326456,1305,0.000283776618679354
"13834","P0041","P0898",2017,2020,0.333236827890194,221,3.94628125755137e-07
"13838","P0041","P0902",1988,2020,-0.115259120028647,1032,0.000206804261842975
"13842","P0041","P0906",1996,2020,-0.0840329010750635,913,0.0110806726766757
"13843","P0041","P0908",1988,2020,-0.118927393496574,1263,2.26135400532002e-05
"13865","P0041","P0936",1988,2020,-0.165275273118816,1175,1.20828030277738e-08
"13871","P0041","P0947",2012,2016,-0.267728028416911,153,0.000820612653438566
"13873","P0041","P0950",2012,2016,-0.199975053416795,252,0.00141773341548942
"13931","P0041","P1071",1988,2016,-0.108877795033614,1186,0.000172106121207252
"13932","P0041","P1072",1988,2016,0.148472582026886,1640,1.52583278844141e-09
"13976","P0041","P1136",1988,2011,-0.0991297556968227,779,0.0056203017004656
"14002","P0041","P1173",1996,2011,-0.139432183555301,750,0.000127692719870566
"14086","P0041","P1320",1988,1995,0.211873884719783,222,0.00149757068546615
"14091","P0041","P1331",1988,1995,0.151868689906712,389,0.00267229507617666
"14092","P0041","P1336",1988,1995,0.151531868955073,539,0.000415152997764099
"14094","P0041","P1338",1988,1995,0.122807481218069,284,0.0386121891977691
"27563","P0102","P0156",2017,2020,0.299182551828724,109,0.00157627288779338
"27565","P0102","P0178",2017,2020,-0.18369802071025,163,0.01891200276212
"27566","P0102","P0179",2017,2020,-0.223223543257076,174,0.0030689207721234
"27569","P0102","P0195",2017,2020,-0.202949801637786,173,0.00740712434396981
"27576","P0102","P0236",2012,2020,-0.107211894760459,352,0.0444189283966249
"27577","P0102","P0238",2012,2020,0.15363462816586,411,0.00178571434505255
"27580","P0102","P0261",2012,2020,-0.135728388440361,304,0.0178979293316972
"27581","P0102","P0271",2012,2020,-0.16154645561654,338,0.0028958640290336
"27586","P0102","P0303",2012,2020,-0.202311094405925,305,0.000377203978563436
"27587","P0102","P0315",2017,2020,0.171618350102099,137,0.0449375083387241
"27599","P0102","P0370",2012,2020,-0.189775656516194,302,0.000918258800586812
"27601","P0102","P0378",2012,2020,0.148417088283492,372,0.00411985219006861
"27606","P0102","P0411",2012,2020,0.140487216065682,277,0.0193244283570781
"27621","P0102","P0528",2012,2020,0.470776814027323,495,1.13949470137937e-28
"27622","P0102","P0529",2012,2020,0.316926621171357,377,3.05023223981179e-10
"27623","P0102","P0531",2012,2020,0.169378865572225,284,0.00420252231552579
"27627","P0102","P0561",2012,2020,0.151574603143532,343,0.00490472603733419
"27630","P0102","P0588",2012,2020,0.146044935771634,312,0.00978947384939929
"27632","P0102","P0590",2012,2020,0.136074926004993,285,0.0215725353157354
"27644","P0102","P0644",2012,2020,-0.0993552111449002,422,0.0413488994798371
"27645","P0102","P0645",2012,2020,0.136227416563997,683,0.000356518473325758
"27646","P0102","P0646",2012,2020,-0.346045630995805,397,1.30755433783645e-12
"27647","P0102","P0655",2012,2020,-0.275956605503038,318,5.76180971107337e-07
"27650","P0102","P0670",2012,2020,0.232775826873565,366,6.79551550468663e-06
"27655","P0102","P0689",2012,2020,-0.147127658256709,348,0.00596434450530034
"27660","P0102","P0717",2012,2020,0.105093574038943,395,0.0368105674520266
"27664","P0102","P0742",2012,2020,-0.17360659418179,303,0.00242519993206743
"27665","P0102","P0743",2012,2020,-0.243870141914454,335,6.32492609081442e-06
"27666","P0102","P0744",2012,2020,-0.509476787943206,382,1.26997043915665e-26
"27667","P0102","P0746",2012,2020,-0.323582158486603,338,1.11782664027543e-09
"27668","P0102","P0748",2012,2020,-0.265141445633486,361,3.18773310524276e-07
"27669","P0102","P0749",2012,2020,-0.103466626299355,417,0.0346711972854852
"27670","P0102","P0752",2012,2020,-0.172794838236244,315,0.00208537785346799
"27672","P0102","P0760",2012,2020,-0.158056227968623,321,0.00453080726387545
"27674","P0102","P0785",2012,2020,-0.270341637168046,374,1.09715452199907e-07
"27675","P0102","P0786",2012,2020,0.120798139622883,402,0.0153788012352224
"27677","P0102","P0798",2012,2020,-0.117686736074846,306,0.0396471483391492
"27678","P0102","P0800",2012,2020,0.332254337560661,447,5.56087334928451e-13
"27679","P0102","P0802",2012,2020,0.22272991413477,478,8.70930699062684e-07
"27680","P0102","P0803",2012,2020,-0.117858181333574,335,0.0310354756693035
"27681","P0102","P0804",2012,2020,0.235932248097657,492,1.19115312339855e-07
"27684","P0102","P0816",2012,2020,0.175686150036911,516,6.01062128506327e-05
"27686","P0102","P0818",2012,2020,-0.109449865151298,401,0.0284172583345583
"27688","P0102","P0827",2012,2020,-0.179690696801813,317,0.00131423243636915
"27689","P0102","P0834",2012,2020,0.112962624272337,421,0.0204312295258953
"27691","P0102","P0840",2012,2020,0.238126345285609,372,3.41174530821639e-06
"27693","P0102","P0851",2012,2020,0.144643282575967,397,0.00387561863300822
"27695","P0102","P0858",2012,2020,-0.117887628802462,312,0.0374142240063251
"27697","P0102","P0871",2012,2020,0.149133671165953,368,0.00414124479546714
"27698","P0102","P0874",2012,2020,0.155810535460736,346,0.00366642712306487
"27699","P0102","P0876",2012,2020,0.545393814396432,549,7.23881492519762e-44
"27700","P0102","P0879",2012,2020,0.51501448223588,654,1.39463498667542e-45
"27701","P0102","P0880",2012,2020,0.389920401576389,475,1.0699703969237e-18
"27702","P0102","P0884",2012,2020,0.331322747848072,712,1.05574353013539e-19
"27703","P0102","P0885",2012,2020,-0.143441118340704,322,0.00995783814864042
"27704","P0102","P0888",2017,2020,-0.225086136131966,122,0.012679834868999
"27705","P0102","P0898",2017,2020,0.503791000736751,220,1.46292092636875e-15
"27706","P0102","P0902",2012,2020,0.125048927473773,415,0.0107793273776463
"27708","P0102","P0906",2012,2020,0.198941094979725,404,5.65902067564481e-05
"27709","P0102","P0907",2012,2020,0.278167268905971,428,4.8026982586612e-09
"27710","P0102","P0908",2012,2020,0.348762836635553,419,1.98647008073145e-13
"27715","P0102","P0931",2012,2020,0.270618370313026,485,1.38023040057296e-09
"27719","P0102","P0948",2012,2016,-0.221000758601891,205,0.00145070465238741
"27720","P0102","P0950",2012,2016,-0.306700484415163,305,4.58730867012325e-08
"27729","P0102","P1031",2012,2016,-0.186999671627981,278,0.0017389886344297
"27735","P0102","P1064",2012,2016,-0.191697985071644,194,0.00741365698070041
"27737","P0102","P1071",2012,2016,0.159553088206785,242,0.0129495677453723
"27738","P0102","P1072",2012,2016,0.474043082101865,341,1.65936739588191e-20
"27779","P0103","P0236",2012,2020,0.286460905588589,230,1.0167957330438e-05
"27780","P0103","P0238",2012,2020,0.393261128153298,334,8.45715078857822e-14
"27798","P0103","P0315",2017,2020,0.254395639125452,104,0.00916054576774905
"27824","P0103","P0378",2012,2020,0.23043544577888,296,6.28696593265764e-05
"27833","P0103","P0436",2012,2020,0.166331067546792,221,0.0132886496774986
"27849","P0103","P0525",2012,2020,0.184238947159933,176,0.0143739085051825
"27851","P0103","P0528",2012,2020,0.500184151962181,474,2.25003674857813e-31
"27852","P0103","P0529",2012,2020,0.356800925373743,305,1.37939803594224e-10
"27853","P0103","P0530",2012,2020,0.187783007091432,149,0.0218295977740661
"27857","P0103","P0536",2012,2020,0.158962484886364,192,0.0276449704858992
"27864","P0103","P0560",2012,2020,0.338824221979993,260,2.0985137515409e-08
"27865","P0103","P0561",2012,2020,0.411733518815552,260,4.63897772901346e-12
"27872","P0103","P0576",2012,2020,0.15625212086672,384,0.00213483087180825
"27874","P0103","P0588",2012,2020,0.225664498052398,210,0.000990347990525442
"27889","P0103","P0644",2012,2020,0.2276236095639,317,4.30376501313443e-05
"27890","P0103","P0645",2012,2020,0.336934650092709,614,9.15031087871928e-18
"27892","P0103","P0654",2012,2020,0.227200447664504,355,1.54380319692379e-05
"27898","P0103","P0670",2012,2020,0.400921903631084,292,1.05919767345102e-12
"27904","P0103","P0679",2012,2020,0.175816811567062,208,0.0110787886824588
"27908","P0103","P0687",2012,2020,-0.209251973568869,175,0.00545029438107163
"27914","P0103","P0717",2012,2020,0.365890388366819,332,5.91079166757378e-12
"27915","P0103","P0718",2012,2020,0.160161163502193,227,0.0157195623356666
"27916","P0103","P0720",2012,2020,0.258374040128918,173,0.00059868448617904
"27917","P0103","P0722",2012,2020,0.183884555088421,188,0.011534964303154
"27919","P0103","P0725",2012,2020,0.219522224834709,181,0.00298563748398742
"27924","P0103","P0743",2012,2020,-0.145540235054254,207,0.0363997454350003
"27929","P0103","P0749",2012,2020,0.116539464319223,322,0.036597997210535
"27930","P0103","P0751",2012,2020,0.152360219767554,258,0.0142974163344482
"27931","P0103","P0761",2012,2020,0.215830741567642,218,0.00134474259249417
"27937","P0103","P0782",2012,2020,0.193817873978265,277,0.00118701681527799
"27939","P0103","P0786",2012,2020,0.39410312823979,330,1.04454948575878e-13
"27942","P0103","P0795",2012,2020,0.25977213466073,261,2.13973847584539e-05
"27943","P0103","P0796",2012,2020,0.279118266813397,263,4.29322581330109e-06
"27944","P0103","P0797",2012,2020,0.295639918286861,227,5.86009444842856e-06
"27946","P0103","P0799",2012,2020,0.252725792699343,190,0.000435012694024566
"27947","P0103","P0800",2012,2020,0.472043860153379,402,1.06337213170309e-23
"27949","P0103","P0802",2012,2020,0.252677984407837,421,1.48338061811744e-07
"27950","P0103","P0804",2012,2020,0.463643472263734,430,2.64475306929105e-24
"27951","P0103","P0807",2012,2020,0.327976337861418,245,1.49299849583518e-07
"27953","P0103","P0810",2012,2020,0.287212046130191,220,1.50949925326072e-05
"27954","P0103","P0814",2012,2020,0.148778902167641,204,0.0336898610368226
"27955","P0103","P0816",2012,2020,0.453586226765617,452,2.54886851867539e-24
"27957","P0103","P0818",2012,2020,0.235175124766874,311,2.79488944443825e-05
"27958","P0103","P0824",2012,2020,0.358664217402582,230,2.17954826611518e-08
"27960","P0103","P0827",2012,2020,0.166825666815909,166,0.0316951446277099
"27961","P0103","P0828",2012,2020,0.153317417935202,185,0.0372017700758279
"27962","P0103","P0834",2012,2020,0.414550905816568,353,4.30094715011726e-16
"27963","P0103","P0835",2012,2020,0.309445526958394,120,0.00058356544118001
"27964","P0103","P0840",2012,2020,0.435538903732105,297,3.52631518507834e-15
"27965","P0103","P0851",2012,2020,0.353874821301498,328,4.13292675013643e-11
"27968","P0103","P0857",2012,2020,0.259448932257344,249,3.40366257150446e-05
"27972","P0103","P0869",2012,2020,0.169551850117397,255,0.00664960406798061
"27973","P0103","P0871",2012,2020,0.379561341454229,286,3.11515240100692e-11
"27974","P0103","P0874",2012,2020,0.234575141547308,255,0.000156612882664558
"27975","P0103","P0876",2012,2020,0.508211276460292,530,3.76364684594775e-36
"27976","P0103","P0879",2012,2020,0.476808029817199,643,8.25964641601136e-38
"27977","P0103","P0880",2012,2020,0.53179962132214,438,2.40919041522598e-33
"27978","P0103","P0882",2012,2020,0.185950431031912,239,0.00391593537044979
"27979","P0103","P0883",2012,2020,0.145118414752358,198,0.0413623762314365
