"","pair1","pair2","Yfrom","Yuntil","correlation","observation","p"
"176445","P0588","P0890",1976,2020,0.240710363719739,1878,3.67402795576869e-26
"176451","P0588","P0898",2017,2020,0.76532439341608,214,1.93193522726017e-42
"176456","P0588","P0906",1996,2020,0.433927915964493,881,9.35816487427057e-42
"176457","P0588","P0907",1996,2020,0.606089518109817,1029,3.25229129140961e-104
"176458","P0588","P0908",1976,2020,0.250385971712416,1648,5.62230583333349e-25
"176474","P0588","P0931",1988,2020,0.374219754629628,1801,5.79112411186235e-61
"176480","P0588","P0947",2012,2016,0.368785206705666,145,5.01266109564039e-06
"176518","P0588","P1071",1988,2016,0.108376814468321,1234,0.000136470508442218
"176519","P0588","P1072",1988,2016,0.495176736922581,1656,3.6645169332224e-103
"176535","P0588","P1106",2007,2011,0.366095632560204,208,5.3864186537751e-08
"176571","P0588","P1173",1996,2011,0.177443225529352,746,1.07638715125345e-06
"176575","P0588","P1178",1988,2011,0.0709433653534238,918,0.0316139197032983
"176586","P0588","P1210",1996,2006,0.344544360699242,503,1.82195934244359e-15
"176628","P0588","P1320",1988,1995,0.140292515568253,287,0.0174018029990214
"176631","P0588","P1331",1988,1995,0.225184016248684,432,2.27126000490731e-06
"176632","P0588","P1336",1988,1995,0.276722987613785,569,1.84259229916515e-11
"176633","P0588","P1338",1988,1995,0.156775998696794,327,0.00448681794898301
"176835","P0588","P1643",1976,1987,0.35576438178871,940,1.98521301434744e-29
"177617","P0590","P0889",2017,2020,0.351203696163269,135,2.96016269071107e-05
"177622","P0590","P0898",2017,2020,0.644000176046218,213,2.416378691356e-26
"184989","P0609","P0884",1996,2020,0.317167852615754,1960,4.72884669105893e-47
"185060","P0609","P1106",2007,2011,0.240177101832014,214,0.000392701445191826
"185285","P0610","P0889",2017,2020,0.350979673507421,140,2.12175588951155e-05
"185288","P0610","P0898",2017,2020,0.574149935133334,214,3.6584640302619e-20
"186196","P0612","P0644",1988,2020,0.175832217360547,1300,1.73179734735242e-10
"186197","P0612","P0645",1988,2020,0.330878207743837,2640,1.77838742337126e-68
"186199","P0612","P0654",2012,2020,0.272074695251248,371,1.01732123474727e-07
"186208","P0612","P0670",1996,2020,0.379019534916891,890,8.7489970772824e-32
"186210","P0612","P0672",1988,2020,0.0613347783470842,1049,0.047030114663969
"186226","P0612","P0717",1988,2020,0.0795978338679698,1203,0.0057394282456326
"186227","P0612","P0718",2002,2020,0.194223397395579,596,1.77746028966681e-06
"186262","P0612","P0782",1988,2020,0.22109179136915,1048,4.53387558578634e-13
"186265","P0612","P0786",1988,2020,0.157091163161985,1295,1.32383967713306e-08
"186273","P0612","P0800",1996,2020,0.313002110489695,1079,5.92883548471551e-26
"186275","P0612","P0802",1988,2020,0.326400173937939,1556,5.97796173884716e-40
"186277","P0612","P0804",1988,2020,0.327792691559848,1697,8.54055058989347e-44
"186285","P0612","P0816",1988,2020,0.279343396854883,1710,5.05338505628143e-32
"186286","P0612","P0818",2002,2020,0.145984123806786,757,5.54142101961917e-05
"186294","P0612","P0834",2007,2020,0.231473148934543,617,5.98414546395393e-09
"186299","P0612","P0851",1996,2020,0.536754861827312,910,4.88035796088459e-69
"186308","P0612","P0876",1988,2020,0.551186103930256,1910,3.05061561688568e-152
"186309","P0612","P0879",1988,2020,0.536965987289793,2277,2.87239482362847e-170
"186310","P0612","P0880",1988,2020,0.36229052942396,1428,1.5638091504586e-45
"186312","P0612","P0884",1996,2020,0.365197648704858,1968,3.8196371558069e-63
"186317","P0612","P0890",1988,2020,0.0990875562471599,1359,0.000253725439820231
"186319","P0612","P0898",2017,2020,0.510655939879977,218,7.06046414582015e-16
"186324","P0612","P0906",1996,2020,0.133149840316111,917,5.24200386200834e-05
"186325","P0612","P0907",1996,2020,0.310474851027857,1054,5.49378812006447e-25
"186326","P0612","P0908",1988,2020,0.343838765507059,1220,3.49073366564051e-35
"186339","P0612","P0931",1988,2020,0.399671189001575,1751,3.78953596124599e-68
"186380","P0612","P1072",1988,2016,0.468249019251773,1643,2.66523872887016e-90
"186420","P0612","P1173",1996,2011,0.262796838146804,719,8.02930962927128e-13
"186439","P0612","P1210",1996,2006,0.283811682988233,490,1.56984426011711e-10
"186473","P0612","P1293",1988,1995,0.44628263969427,236,5.94951194053845e-13
"186476","P0612","P1304",1988,1995,0.376685803159365,318,3.69389820634795e-12
"186495","P0612","P1331",1988,1995,0.340102074704642,397,3.31247580023416e-12
"186496","P0612","P1334",1988,1995,0.459160814508269,253,1.34431058821502e-14
"186498","P0612","P1336",1988,1995,0.36740077933665,544,7.91150194230623e-19
"186499","P0612","P1338",1988,1995,0.254160541705313,293,1.0604294855277e-05
"190472","P0629","P0654",2012,2020,0.2065408,363,7.358495e-05
"190565","P0629","P0800",1996,2020,0.5244854,1002,6.676083e-72
"190575","P0629","P0818",2002,2020,0.2912022,717,1.763289e-15
"190581","P0629","P0834",2007,2020,0.3847733,592,2.506589e-22
"190587","P0629","P0851",1996,2020,0.4133562,906,1.05712e-38
"190604","P0629","P0884",1996,2020,0.3981962,1959,1.949252e-75
"190614","P0629","P0898",2017,2020,0.6774334,214,4.276488e-30
"190620","P0629","P0906",1996,2020,0.3709951,820,3.715305e-28
"190621","P0629","P0907",1996,2020,0.3975091,1009,1.548251e-39
"195636","P0644","P0645",1988,2020,0.5439532,2602,2.483346e-200
"195637","P0644","P0646",1988,2020,0.1776876,1520,3.00628e-12
"195638","P0644","P0654",2012,2020,0.1401109,449,0.002926933
"195646","P0644","P0670",1996,2020,0.2430631,1125,1.364307e-16
"195648","P0644","P0672",1988,2020,0.190387,1378,1.031025e-12
"195658","P0644","P0689",2002,2020,0.1611658,751,9.065683e-06
"195672","P0644","P0717",1988,2020,0.1142441,1532,7.372658e-06
"195673","P0644","P0718",2002,2020,0.1470995,769,4.224373e-05
"195693","P0644","P0748",1988,2020,-0.1540781,1592,6.418086e-10
"195694","P0644","P0749",1988,2020,0.08157565,1693,0.0007804417
"195718","P0644","P0782",1988,2020,0.1223392,1417,3.864953e-06
"195719","P0644","P0785",1976,2020,-0.1480861,2118,7.439549e-12
"195720","P0644","P0786",1988,2020,0.1510494,1618,1.020081e-09
"195727","P0644","P0800",1996,2020,0.2219874,1268,1.275575e-15
"195729","P0644","P0802",1988,2020,0.136108,1831,4.994937e-09
"195730","P0644","P0804",1988,2020,0.1701837,1951,3.805188e-14
"195735","P0644","P0816",1988,2020,0.2378435,1931,3.068729e-26
"195741","P0644","P0824",1996,2020,0.1125956,1008,0.0003412884
"195750","P0644","P0834",2007,2020,0.128893,739,0.0004436944
"195756","P0644","P0840",1988,2020,0.1309815,1469,4.713032e-07
"195762","P0644","P0851",1996,2020,0.1936734,1185,1.771656e-11
"195775","P0644","P0871",1988,2020,0.06044305,1412,0.02312829
"195779","P0644","P0876",1988,2020,0.3323025,2124,6.281648e-56
"195782","P0644","P0879",1988,2020,0.3331857,2416,1.00777e-63
"195783","P0644","P0880",1976,2020,0.1033885,2339,5.415928e-07
"195785","P0644","P0883",1988,2020,0.08379358,1374,0.001879376
"195786","P0644","P0884",1996,2020,0.2328141,2054,1.106968e-26
"195788","P0644","P0890",1976,2020,0.0719949,2277,0.0005859793
"195792","P0644","P0898",2017,2020,0.414254,232,4.919836e-11
"195796","P0644","P0906",1996,2020,0.1130733,1137,0.0001330019
"195797","P0644","P0907",1996,2020,0.2014485,1250,6.527851e-13
"195798","P0644","P0908",1976,2020,0.126771,2048,8.575556e-09
"195815","P0644","P0931",1988,2020,0.2772888,1911,4.473919e-35
"195818","P0644","P0936",1988,2020,-0.1377164,1613,2.805203e-08
"195822","P0644","P0950",2012,2016,-0.2396508,320,1.467292e-05
"195864","P0644","P1072",1988,2016,0.2840805,1815,4.895723e-35
"195877","P0644","P1101",1988,2011,-0.218795,1496,1.134308e-17
"195890","P0644","P1136",1988,2011,-0.07835278,1132,0.00835594
"195910","P0644","P1173",1996,2011,0.1068843,866,0.001633476
"195911","P0644","P1178",1988,2011,-0.06607301,1159,0.02448536
"195928","P0644","P1210",1996,2006,0.1445184,576,0.0005029382
"195947","P0644","P1262",1988,2001,0.1092937,619,0.006491605
"195956","P0644","P1293",1988,1995,0.3640477,345,2.988928e-12
"195957","P0644","P1295",1988,1995,0.1427882,348,0.007635444
"195961","P0644","P1304",1988,1995,0.3165713,392,1.422513e-10
"195962","P0644","P1305",1988,1995,0.1534236,345,0.004286046
"195979","P0644","P1331",1988,1995,0.2027259,475,8.468375e-06
"195980","P0644","P1334",1988,1995,0.2523643,370,8.755695e-07
"195982","P0644","P1336",1988,1995,0.2962439,578,3.578999e-13
"195984","P0644","P1338",1988,1995,0.1498284,391,0.002978365
"195993","P0644","P1352",1976,1987,0.3784005,435,2.948113e-16
"196013","P0644","P1376",1976,1987,0.09795408,580,0.01829296
"196045","P0644","P1427",1976,1987,0.3295028,503,3.339817e-14
"196052","P0644","P1435",1976,1987,0.1205249,712,0.001272518
"196064","P0644","P1462",1976,1987,0.1632663,597,6.130204e-05
"196078","P0644","P1484",1976,1987,0.4915178,983,6.398757e-61
"196079","P0644","P1485",1976,1987,0.1672166,550,8.133463e-05
"196083","P0644","P1493",1976,1987,0.16353,534,0.0001472575
"196084","P0644","P1496",1976,1987,0.2256869,592,2.834348e-08
"196122","P0644","P1554",1976,1987,-0.07426101,814,0.03414228
"196131","P0644","P1566",1984,1987,0.3743811,200,4.727116e-08
"196132","P0644","P1567",1976,1987,0.1717626,600,2.336825e-05
"196143","P0644","P1580",1976,1987,0.1015292,571,0.01522171
"196148","P0644","P1588",1976,1987,-0.1451959,572,0.0004949743
"196154","P0644","P1596",1976,1987,0.1715478,595,2.588676e-05
"196158","P0644","P1601",1976,1987,0.2487129,610,4.715683e-10
"196159","P0644","P1602",1976,1987,-0.1968189,637,5.534769e-07
"196166","P0644","P1613",1976,1987,0.2589636,501,4.039869e-09
"196170","P0644","P1619",1977,1987,0.1019628,484,0.02488197
"196179","P0644","P1629",1976,1987,0.1868801,796,1.089596e-07
"196180","P0644","P1630",1976,1987,0.4676043,792,2.846886e-44
"196181","P0644","P1631",1976,1987,0.1538044,557,0.0002689965
"196182","P0644","P1632",1976,1987,0.0773144,664,0.04642807
"196183","P0644","P1633",1976,1987,0.282164,705,2.269837e-14
"196184","P0644","P1634",1976,1987,0.2152544,742,3.158446e-09
"196188","P0644","P1640",1976,1987,0.1519844,895,4.946328e-06
"196189","P0644","P1643",1976,1987,0.3656272,966,6.368833e-32
"196199","P0644","P1654",1976,1987,0.440705,727,6.734884e-36
"196208","P0644","P1668",1976,1987,0.305791,605,1.461143e-14
"196262","P0645","P0646",1988,2020,0.4994337,2633,3.689456e-166
"196266","P0645","P0654",2012,2020,0.2073889,686,4.213847e-08
"196276","P0645","P0670",1996,2020,0.4424065,2024,9.271192e-98
"196278","P0645","P0672",1988,2020,0.4130223,2648,1.280503e-109
"196280","P0645","P0674",1988,2020,0.464432,2585,1.795401e-138
"196285","P0645","P0679",1988,2020,0.375369,2610,4.07408e-88
"196292","P0645","P0687",1988,2020,0.4549812,2584,3.114395e-132
"196294","P0645","P0689",2002,2020,0.4226265,1454,4.520775e-64
"196322","P0645","P0717",1988,2020,0.286544,2726,1.11638e-52
"196323","P0645","P0718",2002,2020,0.4219247,1475,9.69e-65
"196325","P0645","P0720",1988,2020,0.4403905,2600,8.291498e-124
"196327","P0645","P0722",1988,2020,0.3739875,2605,2.868633e-87
"196328","P0645","P0723",1988,2020,0.4299642,2586,7.366164e-117
"196330","P0645","P0725",1988,2020,0.489993,2579,7.334621e-156
"196343","P0645","P0739",1988,2020,0.4551139,2604,2.501559e-133
"196346","P0645","P0743",1988,2020,0.1668905,2685,3.179952e-18
"196347","P0645","P0744",1988,2020,-0.1496038,2914,4.735528e-16
"196350","P0645","P0748",1988,2020,0.1548332,2758,2.910148e-16
"196351","P0645","P0749",1988,2020,0.231803,2803,1.651419e-35
"196353","P0645","P0751",2012,2020,0.2165633,644,2.838904e-08
"196363","P0645","P0761",2012,2020,0.2318841,643,2.68421e-09
"196384","P0645","P0782",1988,2020,0.4174557,2670,4.26497e-113
"196387","P0645","P0785",1988,2020,0.2091775,2696,4.88954e-28
"196388","P0645","P0786",1988,2020,0.3053529,2780,4.470215e-61
"196397","P0645","P0795",1988,2020,0.2290038,2681,3.077596e-33
"196398","P0645","P0796",1988,2020,0.2824348,2656,6.730576e-50
"196399","P0645","P0797",1996,2020,0.3631212,1953,6.180501e-62
"196402","P0645","P0800",1996,2020,0.3076012,2086,5.902225e-47
"196404","P0645","P0802",1988,2020,0.2565231,2870,2.343604e-44
"196405","P0645","P0803",1988,2020,0.2114674,2680,1.800052e-28
"196406","P0645","P0804",1988,2020,0.2323939,2957,1.487043e-37
"196408","P0645","P0807",1996,2020,0.2448339,1980,2.045132e-28
"196413","P0645","P0813",2002,2020,0.2182715,1525,6.640797e-18
"196416","P0645","P0816",1988,2020,0.2253418,2956,2.4142e-35
"196418","P0645","P0818",2002,2020,0.1866236,1547,1.367699e-13
"196424","P0645","P0824",1996,2020,0.3180841,1970,1.46401e-47
"196433","P0645","P0833",2007,2020,0.348961,1040,3.79947e-31
"196434","P0645","P0834",2007,2020,0.2020651,1180,2.448772e-12
"196440","P0645","P0840",1988,2020,0.3139345,2700,7.965205e-63
"196449","P0645","P0851",1996,2020,0.2747216,2071,3.523086e-37
"196467","P0645","P0869",1996,2020,0.2115351,1986,1.587075e-21
"196469","P0645","P0871",1988,2020,0.3092974,2681,1.582094e-60
"196472","P0645","P0874",1988,2020,0.3089367,2680,2.31754e-60
"196474","P0645","P0876",1988,2020,0.2588083,3049,7.458642e-48
"196477","P0645","P0879",1988,2020,0.2318261,3242,8.196807e-41
"196478","P0645","P0880",1988,2020,0.2718575,2854,1.541291e-49
"196480","P0645","P0882",1988,2020,0.3058704,2631,4.25753e-58
"196481","P0645","P0883",1988,2020,0.397485,2620,6.762191e-100
"196482","P0645","P0884",1996,2020,0.1624818,2557,1.371934e-16
"196485","P0645","P0887",1988,2020,0.09335224,2743,9.698081e-07
"196487","P0645","P0890",1988,2020,0.228885,2810,1.010171e-34
"196495","P0645","P0898",2017,2020,0.2319892,310,3.71547e-05
"196499","P0645","P0902",1988,2020,0.2284696,2735,1.014635e-33
"196503","P0645","P0906",1996,2020,0.2622098,2048,1.506168e-33
"196504","P0645","P0907",1996,2020,0.3305039,2105,7.882609e-55
"196505","P0645","P0908",1988,2020,0.337328,2735,9.183627e-74
"196525","P0645","P0931",1988,2020,0.4227247,2879,3.626535e-125
"196528","P0645","P0936",1988,2020,0.1103171,2781,5.450945e-09
"196533","P0645","P0947",2012,2016,0.3047282,400,4.842171e-10
"196535","P0645","P0950",2012,2016,0.1180703,442,0.0129934
"196578","P0645","P1031",1988,2016,0.07485511,2581,0.0001410022
"196598","P0645","P1070",2002,2016,0.3411299,1222,1.117368e-34
"196599","P0645","P1071",1988,2016,0.1978192,2553,6.102864e-24
"196600","P0645","P1072",1988,2016,0.2899481,2722,7.133926e-54
"196605","P0645","P1085",1988,2011,0.2845782,2036,3.092613e-39
"196618","P0645","P1101",1988,2011,0.08672807,2210,4.454816e-05
"196619","P0645","P1102",1988,2011,0.4036976,1968,5.028732e-78
"196621","P0645","P1105",2007,2011,0.3226598,414,1.743468e-11
"196622","P0645","P1106",2007,2011,0.2668711,442,1.209165e-08
"196623","P0645","P1107",2007,2011,0.3834448,416,5.092312e-16
"196629","P0645","P1113",1988,2011,0.3710965,1991,4.871774e-66
"196636","P0645","P1121",1988,2011,0.2977421,1983,7.005044e-42
"196644","P0645","P1130",1988,2011,0.3408796,1984,3.60111e-55
"196646","P0645","P1132",1988,2011,0.2168644,2051,2.967135e-23
"196650","P0645","P1136",1988,2011,0.2703016,2047,1.32101e-35
"196679","P0645","P1173",1996,2011,0.2237021,1415,1.657445e-17
"196682","P0645","P1176",1988,2011,0.3481904,2001,4.056543e-58
"196684","P0645","P1178",1988,2011,0.2616362,2068,1.028247e-33
"196691","P0645","P1187",1988,2006,0.2886039,1615,2.366384e-32
"196710","P0645","P1210",1996,2006,0.2459831,973,7.084328e-15
"196714","P0645","P1219",1988,2001,0.2877474,1167,1.099877e-23
"196721","P0645","P1228",1988,2001,0.3563839,1186,7.734083e-37
"196742","P0645","P1254",1988,2001,0.4056143,1161,3.317997e-47
"196746","P0645","P1258",1988,2001,0.4398675,1159,5.024528e-56
"196748","P0645","P1260",1988,2001,0.170782,1187,3.194426e-09
"196750","P0645","P1262",1988,2001,0.3047544,1168,1.588018e-26
"196764","P0645","P1293",1988,1995,0.4941948,681,3.188425e-43
"196766","P0645","P1295",1988,1995,0.4287005,684,5.963194e-32
"196772","P0645","P1304",1988,1995,0.4434042,696,6.946541e-35
"196773","P0645","P1305",1988,1995,0.4822945,684,3.894035e-41
"196786","P0645","P1318",1988,1995,-0.1144883,739,0.001825159
"196787","P0645","P1319",1988,1995,0.3971988,673,7.388737e-27
"196788","P0645","P1320",1988,1995,0.3853726,685,1.124836e-25
"196797","P0645","P1331",1988,1995,0.2649433,760,1.127398e-13
"196800","P0645","P1334",1988,1995,0.4201715,684,1.235669e-30
"196801","P0645","P1335",1988,1995,0.1374417,694,0.0002818131
"196802","P0645","P1336",1988,1995,0.3081861,798,5.101481e-19
"196804","P0645","P1338",1988,1995,0.407253,696,3.459154e-29
"196807","P0646","P0654",2012,2020,-0.1304145,438,0.006271147
"196825","P0646","P0689",2002,2020,-0.1012882,767,0.004988099
"196839","P0646","P0717",1988,2020,-0.1082513,1540,2.070479e-05
"196853","P0646","P0748",1988,2020,-0.2313528,1566,1.792179e-20
"196854","P0646","P0749",1988,2020,-0.07519014,1734,0.001729145
"196874","P0646","P0782",1988,2020,0.05271152,1407,0.04806131
"196896","P0646","P0816",1988,2020,0.04547628,1988,0.04261904
"196897","P0646","P0818",2002,2020,-0.1666292,955,2.232485e-07
"196906","P0646","P0834",2007,2020,-0.1052706,739,0.004172019
"196925","P0646","P0876",1988,2020,0.1191334,2208,1.967461e-08
"196927","P0646","P0879",1988,2020,0.1591881,2501,1.164661e-15
"196933","P0646","P0890",1988,2020,-0.08988707,1678,0.0002270906
"196937","P0646","P0898",2017,2020,0.1327656,235,0.04201045
"196941","P0646","P0906",1996,2020,-0.1545937,1201,7.271327e-08
"196958","P0646","P0931",1988,2020,0.1699587,1966,3.290106e-14
"197006","P0646","P1071",1988,2016,-0.1698279,1559,1.486443e-11
"197007","P0646","P1072",1988,2016,0.094649,1912,3.394224e-05
"197020","P0646","P1101",1988,2011,-0.2316768,1514,6.746381e-20
"197036","P0646","P1136",1988,2011,-0.1267956,1180,1.250454e-05
"197054","P0646","P1178",1988,2011,-0.09001499,1185,0.001924202
"197102","P0646","P1293",1988,1995,0.2114035,328,0.0001144348
"197106","P0646","P1304",1988,1995,0.1394491,390,0.005805837
"197107","P0646","P1305",1988,1995,0.1699628,324,0.002141504
"197117","P0646","P1331",1988,1995,0.1463548,462,0.001609082
"197120","P0646","P1334",1988,1995,0.1438544,347,0.007274388
"197122","P0646","P1336",1988,1995,0.2042864,586,6.120346e-07
"197690","P0653","P0802",2017,2020,0.3290439,169,1.253412e-05
"197692","P0653","P0804",2017,2020,0.4865998,172,1.30729e-11
"197698","P0653","P0816",2017,2020,0.4721256,180,2.219907e-11
"197714","P0653","P0876",2017,2020,0.5470663,208,1.237856e-17
"197716","P0653","P0879",2017,2020,0.5593903,243,2.082087e-21
"197717","P0653","P0880",2017,2020,0.5481139,178,2.395482e-15
"197720","P0653","P0884",2017,2020,0.2353912,271,9.144813e-05
"197723","P0653","P0889",2017,2020,0.24125,137,0.00451194
"197727","P0653","P0898",2017,2020,0.5835144,214,6.395775e-21
"197731","P0653","P0906",2017,2020,0.5880219,148,3.913598e-15
"197733","P0653","P0908",2017,2020,0.5919658,149,1.854935e-15
"197739","P0654","P0660",2012,2020,0.2105564,363,5.272211e-05
"197745","P0654","P0670",2012,2020,0.3231765,409,2.136656e-11
"197747","P0654","P0672",2012,2020,0.2368343,366,4.633338e-06
"197749","P0654","P0674",2012,2020,0.2830042,353,6.327572e-08
"197752","P0654","P0679",2012,2020,0.1961606,364,0.0001656934
"197755","P0654","P0687",2012,2020,0.2044742,362,8.91349e-05
"197756","P0654","P0689",2012,2020,0.1329264,395,0.008163394
"197777","P0654","P0717",2012,2020,0.3887918,408,3.578071e-16
"197778","P0654","P0718",2012,2020,0.2849001,371,2.334143e-08
"197780","P0654","P0720",2012,2020,0.3181548,369,3.999117e-10
"197782","P0654","P0722",2012,2020,0.2825222,369,3.360235e-08
"197783","P0654","P0723",2012,2020,0.1906872,378,0.0001919514
"197785","P0654","P0725",2012,2020,0.3702959,360,3.837644e-13
"197792","P0654","P0743",2012,2020,0.1316512,369,0.01136132
"197793","P0654","P0744",2012,2020,-0.2846004,416,3.422778e-09
"197795","P0654","P0749",2012,2020,0.1269241,416,0.009557161
"197797","P0654","P0751",2012,2020,0.1529027,382,0.002732781
"197803","P0654","P0758",2012,2020,0.3023046,353,6.799448e-09
"197805","P0654","P0760",2012,2020,0.2922785,364,1.333794e-08
"197806","P0654","P0761",2012,2020,0.2083491,373,5.014076e-05
"197810","P0654","P0765",2012,2020,0.2934631,359,1.460191e-08
"197826","P0654","P0782",2012,2020,0.2254505,397,5.721165e-06
"197827","P0654","P0786",2012,2020,0.3823508,426,2.806267e-16
"197832","P0654","P0795",2012,2020,0.2276499,396,4.737719e-06
"197833","P0654","P0796",2012,2020,0.2212858,403,7.318973e-06
"197834","P0654","P0797",2012,2020,0.3229083,375,1.507762e-10
"197835","P0654","P0799",2012,2020,0.3064906,362,2.598582e-09
"197836","P0654","P0800",2012,2020,0.4185063,445,2.689421e-20
"197838","P0654","P0802",2012,2020,0.3035875,457,3.373208e-11
"197839","P0654","P0803",2012,2020,0.1486334,375,0.003917823
"197840","P0654","P0804",2012,2020,0.4220225,481,3.395488e-22
"197842","P0654","P0807",2012,2020,0.2953366,386,3.296561e-09
"197844","P0654","P0810",2012,2020,0.336376,368,3.475051e-11
"197846","P0654","P0813",2012,2020,0.1971591,383,0.0001027273
"197847","P0654","P0814",2012,2020,0.2194567,370,2.052675e-05
"197848","P0654","P0815",2012,2020,0.166153,365,0.001444385
"197849","P0654","P0816",2012,2020,0.3688189,495,2.139564e-17
"197854","P0654","P0824",2012,2020,0.2792745,373,4.132354e-08
"197855","P0654","P0826",2012,2020,0.1754917,372,0.0006743728
"197856","P0654","P0827",2012,2020,0.1860024,357,0.0004109275
"197857","P0654","P0828",2012,2020,0.2502029,365,1.292292e-06
"197860","P0654","P0833",2012,2020,0.2328063,359,8.309268e-06
"197861","P0654","P0834",2012,2020,0.2980281,420,4.613194e-10
"197867","P0654","P0840",2012,2020,0.4142259,393,1.001899e-17
"197875","P0654","P0851",2012,2020,0.2988786,399,1.121044e-09
"197879","P0654","P0857",2012,2020,0.2284524,377,7.450267e-06
"197880","P0654","P0858",2012,2020,0.2081495,359,7.075727e-05
"197889","P0654","P0868",2012,2020,0.2030744,369,8.54031e-05
"197891","P0654","P0871",2012,2020,0.3171725,397,9.968535e-11
"197894","P0654","P0874",2012,2020,0.1778068,395,0.0003838037
"197896","P0654","P0876",2012,2020,0.5730341,543,1.033611e-48
"197899","P0654","P0879",2012,2020,0.5665915,647,3.273076e-56
"197900","P0654","P0880",2012,2020,0.4897483,480,2.53321e-30
"197902","P0654","P0882",2012,2020,0.2139538,378,2.733158e-05
"197903","P0654","P0883",2012,2020,0.2482276,367,1.474227e-06
"197904","P0654","P0884",2012,2020,0.3278258,717,2.003542e-19
"197906","P0654","P0886",2012,2020,0.1891918,365,0.0002779944
"197907","P0654","P0887",2012,2020,0.2886149,449,4.614243e-10
"197908","P0654","P0890",2012,2020,0.3679634,427,3.881225e-15
"197910","P0654","P0892",2012,2020,0.2863879,360,3.180247e-08
"197912","P0654","P0898",2017,2020,0.6209368,227,1.358508e-25
"197915","P0654","P0902",2012,2020,0.3027239,443,7.671879e-11
"197917","P0654","P0906",2012,2020,0.3740884,437,5.798703e-16
"197918","P0654","P0907",2012,2020,0.3990133,444,2.13176e-18
"197919","P0654","P0908",2012,2020,0.4183621,427,1.602257e-19
"197932","P0654","P0931",2012,2020,0.2615895,506,2.313734e-09
"197936","P0654","P0947",2012,2016,0.3160305,225,1.307334e-06
"197938","P0654","P0950",2012,2016,-0.210711,323,0.0001360842
"197956","P0654","P1031",2012,2016,-0.2127351,320,0.0001257624
"197970","P0654","P1070",2012,2016,0.3035917,221,4.294948e-06
"197971","P0654","P1071",2012,2016,0.2880539,259,2.43314e-06
"197972","P0654","P1072",2012,2016,0.5892214,354,1.816485e-34
"198095","P0655","P0816",2012,2020,0.2368714,473,1.864717e-07
"198142","P0655","P0879",2012,2020,0.2933602,660,1.446849e-14
"198147","P0655","P0884",2012,2020,0.1452971,720,9.125513e-05
"198155","P0655","P0898",2017,2020,0.3212844,222,1.006939e-06
"198175","P0655","P0931",2012,2020,0.1835207,445,9.876622e-05
"198606","P0660","P0834",2007,2020,0.3595938,594,1.428711e-19
"198637","P0660","P0876",2002,2020,0.4758583,1116,3.894274e-64
"198640","P0660","P0879",2002,2020,0.4808851,1359,1.437166e-79
"198645","P0660","P0884",2002,2020,0.2997303,1518,6.979306e-33
"198649","P0660","P0889",2017,2020,0.3029394,141,0.0002608447
"198654","P0660","P0898",2017,2020,0.6038989,216,7.430379e-23
"201423","P0670","P0672",1996,2020,0.4395572,910,2.798511e-44
"201425","P0670","P0674",1996,2020,0.5138184,829,4.813766e-57
"201429","P0670","P0679",1996,2020,0.4668736,896,1.061354e-49
"201433","P0670","P0687",1996,2020,0.4504605,846,1.652046e-43
"201435","P0670","P0689",2002,2020,0.4226286,713,2.941198e-32
"201458","P0670","P0717",1996,2020,0.4002628,1070,1.95059e-42
"201459","P0670","P0718",2002,2020,0.5172283,686,3.372656e-48
"201461","P0670","P0720",1996,2020,0.5054171,868,1.815158e-57
"201463","P0670","P0722",1996,2020,0.4656819,883,9.904638e-49
"201464","P0670","P0723",1996,2020,0.4682256,878,4.810821e-49
"201466","P0670","P0725",1996,2020,0.666529,836,1.690167e-108
"201483","P0670","P0749",1996,2020,0.122247,1203,2.122511e-05
"201485","P0670","P0751",2012,2020,0.2347441,377,4.079158e-06
"201495","P0670","P0761",2012,2020,0.2974335,347,1.614476e-08
"201516","P0670","P0782",1996,2020,0.4728315,957,1.817633e-54
"201519","P0670","P0786",1996,2020,0.5196429,1078,1.341687e-75
"201526","P0670","P0795",1996,2020,0.2848009,971,1.412594e-19
"201527","P0670","P0796",1996,2020,0.3694167,944,6.782549e-32
"201528","P0670","P0797",1996,2020,0.404081,914,3.229601e-37
"201530","P0670","P0799",1996,2020,0.4466955,903,1.689682e-45
"201531","P0670","P0800",1996,2020,0.5343697,1169,2.702479e-87
"201533","P0670","P0802",1996,2020,0.4811141,1272,1.150598e-74
"201534","P0670","P0803",1996,2020,0.1504285,956,2.987792e-06
"201535","P0670","P0804",1996,2020,0.500269,1337,1.375097e-85
"201537","P0670","P0807",1996,2020,0.3822223,925,1.513496e-33
"201542","P0670","P0813",2002,2020,0.2701666,787,1.249184e-14
"201545","P0670","P0816",1996,2020,0.4186656,1395,2.592674e-60
"201547","P0670","P0818",2002,2020,0.2628974,870,3.214844e-15
"201553","P0670","P0824",1996,2020,0.4169883,922,4.341391e-40
"201562","P0670","P0833",2007,2020,0.4711234,488,2.489081e-28
"201563","P0670","P0834",2007,2020,0.447705,675,1.392106e-34
"201569","P0670","P0840",1996,2020,0.5915145,1007,4.508925e-96
"201578","P0670","P0851",1996,2020,0.5259024,1062,1.400602e-76
"201598","P0670","P0871",1996,2020,0.5513486,969,3.73818e-78
"201601","P0670","P0874",1996,2020,0.5587633,920,1.154838e-76
